,Compound Score,Date,Negative Score,Neutral Score,News Outlet,Positive Score,Tweet Count,Tweet Text
75,0.5106,2018-10-03 23:09:18+00:00,0.0,0.875,@CNN,0.125,76,"RT @CNN: Which world leader do people trust most? Here are findings from a new global survey by the Pew Research Center.

Angela Merkel - 5…"
76,0.0,2018-10-03 23:09:17+00:00,0.0,1.0,@CNN,0.0,77,@CNN MORE CNN https://t.co/lrbHGtpuYU
77,0.34,2018-10-03 23:09:17+00:00,0.117,0.691,@CNN,0.191,78,RT @CNN: A 'Stop Kavanaugh' vigil is happening outside the Supreme Court. Watch live: https://t.co/cHVi0oaTEG https://t.co/Wu2ODUU7Xt
78,0.0,2018-10-03 23:09:16+00:00,0.0,1.0,@CNN,0.0,79,RT @girl4_trump: Hey @NYT @CNN @washingtonpost @MSNBC Here’s a salacious headline for you all to run that won’t be #FakeNews for a change.…
79,-0.4767,2018-10-03 23:09:16+00:00,0.147,0.853,@CNN,0.0,80,"@CNN A DemoRAT staffer was arrested for posting senators personal information on the internet? WOW.. LOCK THEM UP... LMAO,,THEY DID."
80,-0.4588,2018-10-03 23:09:16+00:00,0.217,0.783,@CNN,0.0,81,"RT @Amador_OEA: #UNsays Courts in #Nicaragua have relied on testimonies to accuse people of serious crimes in relation to protests, includi…"
81,0.0,2018-10-03 23:09:16+00:00,0.0,1.0,@CNN,0.0,82,@CNN Merkel #1? #FakeNews
82,-0.872,2018-10-03 23:09:15+00:00,0.331,0.669,@CNN,0.0,83,"RT @TheMurdochTimes: 'Hate for The Last Jedi' was Fake News. The kind of Fake News that @CNN, @NYTimes, @VanityFair, @NBCNews and the rest…"
83,0.34,2018-10-03 23:09:15+00:00,0.0,0.821,@CNN,0.179,84,"@CNN &gt;threatens trumps cabinet
&gt;wonder why they spend do much on security"
84,-0.3182,2018-10-03 23:09:15+00:00,0.103,0.897,@CNN,0.0,85,"@CNN Take note all accusations against POTUS that have any remote basis in fact were consensual, and we the people… https://t.co/ONPY0ZSCaw"
85,0.0,2018-10-03 23:09:14+00:00,0.0,1.0,@CNN,0.0,86,Flying from Boston to NYC in 36 minutes @CNN https://t.co/HNDjlCzcxw
86,0.296,2018-10-03 23:09:13+00:00,0.0,0.885,@CNN,0.115,87,"@ntniddrie @SeattleSportsPT @CNN And who is the main financial contributor to Everytown?

Oh yeah, the globalist Mi… https://t.co/hxDFoASpBP"
87,-0.5283,2018-10-03 23:09:10+00:00,0.167,0.833,@CNN,0.0,88,RT @CNN: GOP Sen. Lindsey Graham said at an event that he didn't like President Trump's mockery of Christine Blasey Ford at a rally Tuesday…
88,-0.802,2018-10-03 23:09:10+00:00,0.419,0.581,@CNN,0.0,89,"1 law enforcement officer killed in Florence, South Carolina, 4 others injured @CNN https://t.co/ebK9o8CGot"
89,0.0,2018-10-03 23:09:10+00:00,0.0,1.0,@CNN,0.0,90,RT @girl4_trump: Hey @NYT @CNN @washingtonpost @MSNBC Here’s a salacious headline for you all to run that won’t be #FakeNews for a change.…
90,0.0,2018-10-03 23:09:10+00:00,0.0,1.0,@CNN,0.0,91,#LowRatting @CNN .. https://t.co/GUCC6A7s15
91,-0.5423,2018-10-03 23:09:08+00:00,0.137,0.863,@CNN,0.0,92,@AsheSchow @seanmdav @CNN is the enemy of the American people and they continue to prove it to us. There has to be… https://t.co/R2RUivWfh6
92,-0.5574,2018-10-03 23:09:07+00:00,0.153,0.847,@CNN,0.0,93,"RT @CNN: One of the five law enforcement officers shot in South Carolina has died, Florence County coroner says https://t.co/cjUoBUmePV htt…"
93,-0.0516,2018-10-03 23:09:06+00:00,0.12,0.766,@CNN,0.113,94,"@CNN Talk about an insult, when #Trump is trusted less than the Chinese Leader and Putin 🤣Putin is the guy who atta… https://t.co/s38VhmgEbP"
94,0.0,2018-10-03 23:09:06+00:00,0.0,1.0,@CNN,0.0,95,"RT @TulchinResearch: Check out what Ben Tulchin said to @CNN about the #Kavanaugh hearings: ""College-educated white women have identified v…"
95,-0.4767,2018-10-03 23:09:05+00:00,0.508,0.492,@CNN,0.0,96,@CNN CNN=VERY FAKE NEWS
96,-0.2869,2018-10-03 23:09:05+00:00,0.14,0.765,@CNN,0.096,97,"RT @Jali_Cat: 🚨ATTN @TheDemocrats 🚨

📢@KarenMonahan01 is ready to tell her story about how @keithellison abused her‼️‼️

Hello?? Anyone the…"
97,0.202,2018-10-03 23:09:05+00:00,0.088,0.788,@CNN,0.125,98,"@CNN Liberals have become unhinged, giving up their vagina hats and taking on a far more aggressive behavior!   And… https://t.co/ujT5L12MVx"
98,0.296,2018-10-03 23:09:04+00:00,0.0,0.891,@CNN,0.109,99,RT @malea614: Brian Stelter Schooled by Veteran Journalist Ted Koppel https://t.co/VszbYFSZoo via @YouTube.  I am admits to drinking too mu…
99,0.0,2018-10-03 23:09:04+00:00,0.0,1.0,@CNN,0.0,100,"@CNN You make an allegation not knowing the date, the time, where....... @JimAcosta can I make d same allegation ab… https://t.co/2mngDlnGa7"
0,0.4926,2018-10-03 23:09:56+00:00,0.0,0.61,@FoxNews,0.39,1,@pdoocy @brithume @FoxNews Looking good! https://t.co/5HzVN73NuP
1,0.4404,2018-10-03 23:09:56+00:00,0.0,0.734,@FoxNews,0.266,2,"@FoxNews @MattGraver2 @MikeEmanuelFox Good, get it done @SenateGOP #ConfimKavanaugh"
2,0.7096,2018-10-03 23:09:55+00:00,0.0,0.337,@FoxNews,0.663,3,@FoxNews Good luck with that🤣🤣🤣
3,0.0,2018-10-03 23:09:54+00:00,0.0,1.0,@FoxNews,0.0,4,@FoxNews Unusual where was Mum....Probably out drinking with Brett
4,-0.3818,2018-10-03 23:09:51+00:00,0.133,0.867,@FoxNews,0.0,5,RT @FoxNews: GOP senators slam Dems' 'baseless innuendo' over previous Kavanaugh background checks; source calls claims a 'joke' https://t.…
5,0.0,2018-10-03 23:09:51+00:00,0.0,1.0,@FoxNews,0.0,6,RT @FoxNews: .@newtgingrich: The midterm elections aren't really about Trump – We're at a major turning point in our history https://t.co/3…
6,0.743,2018-10-03 23:09:51+00:00,0.0,0.717,@FoxNews,0.283,7,RT @FoxNews: .@FLOTUS Melania Trump’s Africa trip could provide the best kind of US outreach (via @FoxNewsOpinion) https://t.co/9hr8LIDvb2
7,-0.5255,2018-10-03 23:09:51+00:00,0.166,0.834,@FoxNews,0.0,8,To @FoxNews when is Alyssa Milano your source of your news that start up your head line. Shame!
8,-0.296,2018-10-03 23:09:50+00:00,0.128,0.872,@FoxNews,0.0,9,RT @PaulBassett: @chuckwoolery I refuse to watch @FoxNews from 9am to 7pm. @marthamaccallum @TuckerCarlson @seanhannity @IngrahamAngle have…
9,-0.3818,2018-10-03 23:09:50+00:00,0.133,0.867,@FoxNews,0.0,10,RT @FoxNews: GOP senators slam Dems' 'baseless innuendo' over previous Kavanaugh background checks; source calls claims a 'joke' https://t.…
10,0.4939,2018-10-03 23:09:50+00:00,0.0,0.873,@FoxNews,0.127,11,@FoxNews @newtgingrich Clutch your pearls. Newt wants you to vote gop to save you from the last two years of gop ma… https://t.co/sUvbs6uG6o
11,0.0,2018-10-03 23:09:50+00:00,0.122,0.756,@FoxNews,0.122,12,RT @jkhIamdivine12: @CMG87951598 @FoxNews As a Mother and grandmother of men I am truly scared. I was an inactive Democrat because I was fi…
12,0.0,2018-10-03 23:09:49+00:00,0.0,1.0,@FoxNews,0.0,13,@pdoocy @brithume @FoxNews https://t.co/3aWRRyNuRZ
13,0.2235,2018-10-03 23:09:48+00:00,0.0,0.841,@FoxNews,0.159,14,@FoxNews Just when you think they CANNOT go any lower.  Democrats.
14,0.1154,2018-10-03 23:09:48+00:00,0.0,0.943,@FoxNews,0.057,15,"RT @FoxNews: .@PressSec: “The testimony by Dr. Ford was compelling, but you can’t make this decision based on emotion, it has to be based o…"
15,0.0,2018-10-03 23:09:47+00:00,0.0,1.0,@FoxNews,0.0,16,"RT @pdoocy: 🚨NEW @Foxnews POLLS🚨

ND: Heitkamp 41, Cramer 53

IN: Donnelly 43, Braun 41

AZ: Sinema 47, McSally 45

MO: McCaskill 43, Hawle…"
16,0.0,2018-10-03 23:09:46+00:00,0.0,1.0,@FoxNews,0.0,17,@FoxNews @GOPChairwoman Vote!!! 🇺🇸🇺🇸🇺🇸
17,-0.5688,2018-10-03 23:09:46+00:00,0.269,0.731,@FoxNews,0.0,18,@FoxNews A very brazen threat 🤪better have some evidence 💩
18,0.0,2018-10-03 23:09:46+00:00,0.0,1.0,@FoxNews,0.0,19,RT @JudgeJeanine: Prepping for @TheFive - see you soon on @FoxNews https://t.co/W9CdVXb4dP
19,0.0,2018-10-03 23:09:45+00:00,0.0,1.0,@FoxNews,0.0,20,"RT @FoxNews: .@SenatorWicker on Kavanaugh FBI report: ""What I was told is that we expect the report today. That there will be an opportunit…"
20,0.5106,2018-10-03 23:09:44+00:00,0.0,0.829,@FoxNews,0.171,21,"RT @foxnewspoll: NEW @FoxNews #Poll on #Arizona #SenateRace 

#Democrat #KyrstenSinema tops #Republican #MarthaMcSally by 47-45% among Ariz…"
21,0.0,2018-10-03 23:09:43+00:00,0.0,1.0,@FoxNews,0.0,22,@FoxNews https://t.co/jklEVebGfc
22,0.3612,2018-10-03 23:09:42+00:00,0.0,0.848,@FoxNews,0.152,23,@FoxNews @realDonaldTrump @BretBaier @POTUS I would like to talk about percentages of Presidential Second Terms.the… https://t.co/q74BQwRYv0
23,-0.2263,2018-10-03 23:09:41+00:00,0.146,0.751,@FoxNews,0.103,24,"@BarbHuber9 @byteme1944 @FoxNews And also, what's wrong with a parent helping their kids out- on whatever level the… https://t.co/CbhxjFImoX"
24,-0.25,2018-10-03 23:09:41+00:00,0.133,0.867,@FoxNews,0.0,25,RT @FoxNews: Philadelphia Flyers mascot Gritty's likeness wears Antifa logo at anti-Trump protest https://t.co/WxvMuLlN1L
25,0.0,2018-10-03 23:09:41+00:00,0.0,1.0,@FoxNews,0.0,26,@FoxNews Me too
26,-0.3818,2018-10-03 23:09:40+00:00,0.205,0.795,@FoxNews,0.0,27,RT @FoxNews: .@GOPChairwoman: Midterm elections are no time to stay home. Complacency will be costly https://t.co/YmabsRfFSm
27,0.0,2018-10-03 23:09:40+00:00,0.0,1.0,@FoxNews,0.0,28,"RT @melissa5215: President Trump slams Blumenthal for claiming he served in Vietnam, when in fact, he did not! Then Blumenthal lectures Kav…"
28,0.0,2018-10-03 23:09:39+00:00,0.0,1.0,@FoxNews,0.0,29,"RT @foxnewspoll: NEW:  How incumbent #SenateDemocrats vote on #Kavanaugh could tip tight races:

#JoeDonnelly in #Indiana
#HeidiHeitkamp in…"
29,0.0,2018-10-03 23:09:38+00:00,0.0,1.0,@FoxNews,0.0,30,RT @FoxNews: President @realDonaldTrump is looking to drive people to the polls in November. @BretBaier takes a look at how @POTUS will imp…
30,-0.0772,2018-10-03 23:09:38+00:00,0.236,0.551,@FoxNews,0.213,31,@LindseyGrahamSC @lilrascal01 @FoxNews @seanhannity Democrats are party of deceit
31,-0.4215,2018-10-03 23:09:37+00:00,0.168,0.73,@FoxNews,0.102,32,"@FoxNews Dr ford raped me when i was a young boy, while connie chung watched.
You gotta believe me, because i said it true #metoo"
32,-0.1531,2018-10-03 23:09:36+00:00,0.135,0.714,@FoxNews,0.151,33,@FoxNews @realDonaldTrump Thank you Mr. President for saying what the rest of us want to say about her stupid testi… https://t.co/EDPCJzYKAP
33,0.6369,2018-10-03 23:09:36+00:00,0.0,0.417,@FoxNews,0.583,34,@FoxNews Love this story.
34,-0.3818,2018-10-03 23:09:36+00:00,0.133,0.867,@FoxNews,0.0,35,RT @FoxNews: GOP senators slam Dems' 'baseless innuendo' over previous Kavanaugh background checks; source calls claims a 'joke' https://t.…
35,-0.8779,2018-10-03 23:09:36+00:00,0.416,0.584,@FoxNews,0.0,36,"RT @JuddApatow: No, bottom is the President mocking a victim of sexual assault.   Bottom is a President who is being exposed as a tax cheat…"
36,0.3612,2018-10-03 23:09:35+00:00,0.0,0.898,@FoxNews,0.102,37,@FoxNews GOP has been caught. This is like when they were all caught “joking” that putin pays trump. “This is how w… https://t.co/kIQ9lCCitx
37,-0.4215,2018-10-03 23:09:34+00:00,0.189,0.697,@FoxNews,0.115,38,@Mr_Bone_Dangles @FoxNews @NHLFlyers Why in the hell would the @NHL or the @NHLFlyers be pro-Trump? Approved or not… https://t.co/TupjY23Ejl
38,0.5949,2018-10-03 23:09:34+00:00,0.0,0.815,@FoxNews,0.185,39,@Champenoise46 @JessieJaneDuff I am so glad President Trump called her out for her UN CREDIBLE Testimony.  People o… https://t.co/vpT2yq2IMn
39,0.0,2018-10-03 23:09:34+00:00,0.0,1.0,@FoxNews,0.0,40,"RT @pdoocy: 🚨NEW @Foxnews POLLS🚨

ND: Heitkamp 41, Cramer 53

IN: Donnelly 43, Braun 41

AZ: Sinema 47, McSally 45

MO: McCaskill 43, Hawle…"
40,-0.3818,2018-10-03 23:09:33+00:00,0.133,0.867,@FoxNews,0.0,41,RT @FoxNews: GOP senators slam Dems' 'baseless innuendo' over previous Kavanaugh background checks; source calls claims a 'joke' https://t.…
41,0.2732,2018-10-03 23:09:33+00:00,0.0,0.488,@FoxNews,0.512,42,@FoxNews clinton supporter
42,-0.7385,2018-10-03 23:09:33+00:00,0.294,0.706,@FoxNews,0.0,43,RT @SandS_1469: @FoxNews @realDonaldTrump We need to hold this Dirt Bag accountable for his hateful rhetoric! https://t.co/JxKAXTZKSy
43,0.4404,2018-10-03 23:09:33+00:00,0.0,0.734,@FoxNews,0.266,44,@FoxNews take a good look at the Real kavanaugh. https://t.co/qxNClQfrxx
44,-0.6103,2018-10-03 23:09:33+00:00,0.399,0.601,@FoxNews,0.0,45,@FoxNews One stupid mthrfkr... looks it too!!
45,0.0,2018-10-03 23:09:32+00:00,0.0,1.0,@FoxNews,0.0,46,"@SloanHouston @pdoocy @brithume @FoxNews We need more than Hawley, but he'll do for now. As an independent conserva… https://t.co/hiqTQwPAZZ"
46,0.3182,2018-10-03 23:09:32+00:00,0.0,0.874,@FoxNews,0.126,47,"@LSATtutor @pdoocy @guypbenson @FoxNews That seems a bit too optimistic. Since this isn't a red wave, assume incumbents survive."
47,-0.3818,2018-10-03 23:09:31+00:00,0.133,0.867,@FoxNews,0.0,48,RT @FoxNews: GOP senators slam Dems' 'baseless innuendo' over previous Kavanaugh background checks; source calls claims a 'joke' https://t.…
48,0.0,2018-10-03 23:09:31+00:00,0.0,1.0,@FoxNews,0.0,49,RT @FoxNews: President @realDonaldTrump is looking to drive people to the polls in November. @BretBaier takes a look at how @POTUS will imp…
49,0.0,2018-10-03 23:09:31+00:00,0.0,1.0,@FoxNews,0.0,50,@FoxNews Old Men in Senate need to retire!
50,0.0,2018-10-03 23:09:31+00:00,0.0,1.0,@FoxNews,0.0,51,@FoxNews Georgetown professor needs to be investigated.
51,0.7297,2018-10-03 23:09:30+00:00,0.0,0.746,@FoxNews,0.254,52,"RT @Alkhaldi9999999: King Salman is a red line for the Saudi people 👌

@FoxNews 
@FinancialTimes 
@thesundaytimes 
@TIME 
@nytimes 
@WSJ 
@…"
52,0.0,2018-10-03 23:09:29+00:00,0.0,1.0,@FoxNews,0.0,53,"RT @pdoocy: 🚨NEW @Foxnews POLLS🚨

ND: Heitkamp 41, Cramer 53

IN: Donnelly 43, Braun 41

AZ: Sinema 47, McSally 45

MO: McCaskill 43, Hawle…"
53,-0.8622,2018-10-03 23:09:29+00:00,0.336,0.664,@FoxNews,0.0,54,"@FoxNews Liberals are unhinged! When they end up killing someone, they’re going to start a war they would’ve wished… https://t.co/kl3toxLxAh"
54,-0.3818,2018-10-03 23:09:28+00:00,0.133,0.867,@FoxNews,0.0,55,RT @FoxNews: GOP senators slam Dems' 'baseless innuendo' over previous Kavanaugh background checks; source calls claims a 'joke' https://t.…
55,-0.0844,2018-10-03 23:09:28+00:00,0.188,0.684,@FoxNews,0.128,56,@FoxNews Women to accuse people without evidence: National Security breach in the United States!   Next  target: Tr… https://t.co/sLJw9EnNby
56,-0.6808,2018-10-03 23:09:27+00:00,0.301,0.699,@FoxNews,0.0,57,"RT @FoxNews: Utah man arrested in ricin probe after suspicious mailings to Trump, Pentagon https://t.co/4QP981n36r"
57,0.0,2018-10-03 23:09:27+00:00,0.0,1.0,@FoxNews,0.0,58,RT @FoxNews: .@newtgingrich: The midterm elections aren't really about Trump – We're at a major turning point in our history https://t.co/3…
58,0.0516,2018-10-03 23:09:25+00:00,0.154,0.726,@FoxNews,0.12,59,RT @FoxNews: Firefighters in Nevada rescued three little bears after they got stuck in a dumpster looking for a midnight snack. https://t.c…
59,0.7297,2018-10-03 23:09:25+00:00,0.0,0.746,@FoxNews,0.254,60,"RT @Alkhaldi9999999: King Salman is a red line for the Saudi people 👌

@FoxNews 
@FinancialTimes 
@thesundaytimes 
@TIME 
@nytimes 
@WSJ 
@…"
60,0.0516,2018-10-03 23:09:24+00:00,0.154,0.726,@FoxNews,0.12,61,RT @FoxNews: Firefighters in Nevada rescued three little bears after they got stuck in a dumpster looking for a midnight snack. https://t.c…
61,-0.5984,2018-10-03 23:09:24+00:00,0.268,0.613,@FoxNews,0.119,62,@FoxNews Dick Durbin isnt some kind of conspiracy theory nut.   He’s a respected decent man.    His word is good.… https://t.co/SW1NNmnw0u
62,0.0,2018-10-03 23:09:24+00:00,0.0,1.0,@FoxNews,0.0,63,RT @VMontanero: @FoxNews @realDonaldTrump @BretBaier @POTUS https://t.co/16tpTlbXRL
63,0.4973,2018-10-03 23:09:23+00:00,0.0,0.608,@FoxNews,0.392,64,@lisawither @FoxNews @KellyannePolls She's not racist.
64,-0.3818,2018-10-03 23:09:23+00:00,0.205,0.795,@FoxNews,0.0,65,RT @FoxNews: .@GOPChairwoman: Midterm elections are no time to stay home. Complacency will be costly https://t.co/YmabsRfFSm
65,0.0,2018-10-03 23:09:23+00:00,0.0,1.0,@FoxNews,0.0,66,RT @FoxNews: .@newtgingrich: The midterm elections aren't really about Trump – We're at a major turning point in our history https://t.co/3…
66,0.0,2018-10-03 23:09:23+00:00,0.0,1.0,@FoxNews,0.0,67,RT @FoxNews: President @realDonaldTrump is looking to drive people to the polls in November. @BretBaier takes a look at how @POTUS will imp…
67,-0.7404,2018-10-03 23:09:23+00:00,0.269,0.731,@FoxNews,0.0,68,@jkhIamdivine12 @CMG87951598 @FoxNews You guys are disgusting for being so worried about men. Teach your kids not t… https://t.co/SeydX1q7zr
68,-0.5574,2018-10-03 23:09:22+00:00,0.195,0.805,@FoxNews,0.0,69,@FoxNews Now it is about time to finish this liberal BS and confirm the @BrettKavanaugh . And leave these liars alo… https://t.co/4d7SongpSP
69,0.296,2018-10-03 23:09:22+00:00,0.0,0.82,@FoxNews,0.18,70,"@FoxNews @newtgingrich Yeah, it's very much about trump. Go home newt."
70,-0.8779,2018-10-03 23:09:22+00:00,0.416,0.584,@FoxNews,0.0,71,"RT @JuddApatow: No, bottom is the President mocking a victim of sexual assault.   Bottom is a President who is being exposed as a tax cheat…"
71,0.0,2018-10-03 23:09:21+00:00,0.0,1.0,@FoxNews,0.0,72,@DesireeResists @FoxNews Our jails are full of adults that were disciplined as children.  And I don’t just mean spanking
72,0.7297,2018-10-03 23:09:20+00:00,0.0,0.746,@FoxNews,0.254,73,"RT @Alkhaldi9999999: King Salman is a red line for the Saudi people 👌

@FoxNews 
@FinancialTimes 
@thesundaytimes 
@TIME 
@nytimes 
@WSJ 
@…"
73,0.892,2018-10-03 23:09:20+00:00,0.0,0.458,@FoxNews,0.542,74,@FoxNews Another heroic deed by a firefighter. So cute. Thanks for the pic
74,0.508,2018-10-03 23:09:19+00:00,0.0,0.81,@FoxNews,0.19,75,RT @RightSideSkirt: Roundhouse kicked a pro-life woman! @FoxNews @TuckerCarlson @seanhannity Help find this man! -RT- https://t.co/tjCIXs7u…
75,-0.3818,2018-10-03 23:09:19+00:00,0.133,0.867,@FoxNews,0.0,76,RT @FoxNews: GOP senators slam Dems' 'baseless innuendo' over previous Kavanaugh background checks; source calls claims a 'joke' https://t.…
76,0.0,2018-10-03 23:09:18+00:00,0.0,1.0,@FoxNews,0.0,77,"@Briajam99 @katpaw13_kay @FoxNews @Jim_Jordan FFFFF, 
Bart"
77,-0.1779,2018-10-03 23:09:18+00:00,0.214,0.651,@FoxNews,0.135,78,@joepatch52 @FoxNews @POTUS @WhiteHouse Their “material” is grossly distorted and inaccurate... and abt as funny as… https://t.co/yCH19bX8xe
78,0.0665,2018-10-03 23:09:17+00:00,0.16,0.67,@FoxNews,0.17,79,@FoxNews @POTUS @WhiteHouse No he was not mocking Ford. He was telling the truth. How low have the Democrats put Ka… https://t.co/iwvHw8OSGL
79,-0.2023,2018-10-03 23:09:17+00:00,0.259,0.741,@FoxNews,0.0,80,"@iamb00my @AnthnyMazzeo @FoxNews @KristinaParts @TeamCavuto Nah man, pretend all u want.👍"
80,-0.296,2018-10-03 23:09:16+00:00,0.216,0.784,@FoxNews,0.0,81,@FoxNews You have no idea what their feeding you.
81,-0.34,2018-10-03 23:09:16+00:00,0.118,0.882,@FoxNews,0.0,82,"RT @FoxNews: .@JesseBWatters: ""Senate investigators are looking for the facts. Unfortunately for Democrats, they don't have any facts."" #Th…"
82,0.6369,2018-10-03 23:09:15+00:00,0.135,0.597,@FoxNews,0.267,83,What’s Good for the Goose is Good for the Gander &gt; Accuser Blasey Ford Yearbook shows she was Party Drunk 😵 1 Beer?… https://t.co/I25vbu8tpy
83,0.0,2018-10-03 23:09:15+00:00,0.0,1.0,@FoxNews,0.0,84,"@WoernaBurner @FrankWolffen @FoxNews @RepSwalwell Heres your sign. Secondly, you just bit off way more then you can… https://t.co/9dQ42U6lIY"
84,-0.5106,2018-10-03 23:09:14+00:00,0.32,0.68,@FoxNews,0.0,85,@pdoocy @FoxNews Oooof that Heikamp poll is ugly.
85,-0.7482,2018-10-03 23:09:14+00:00,0.251,0.749,@FoxNews,0.0,86,RT @kat_hassinger: @FoxNews @realDonaldTrump @BretBaier @POTUS Impact ! Um.... he has pissed off a lot of regular republicans !!!!
86,0.6249,2018-10-03 23:09:13+00:00,0.0,0.758,@FoxNews,0.242,87,"@FoxNews @realDonaldTrump @BretBaier @POTUS Drive people to the polls, well yes... He’s doing it honestly.  Look at… https://t.co/M4UfuEHPyB"
87,0.0,2018-10-03 23:09:12+00:00,0.0,1.0,@FoxNews,0.0,88,RT @FoxNews: .@Comey subpoena considered by Republicans on Capitol Hill https://t.co/txJu54FYRH https://t.co/5xhrmNZVm4
88,-0.5574,2018-10-03 23:09:12+00:00,0.245,0.603,@FoxNews,0.152,89,@DavidWetherell @EdKrassen @FoxNews You had to actually cover news with facts and truth so...fox was at a loss w/snowball chance in hell
89,-0.7798,2018-10-03 23:09:11+00:00,0.264,0.736,@FoxNews,0.0,90,"RT @FoxNews: .@IngrahamAngle: ""The left is moving in lockstep in their sleazy effort to obliterate not only the Supreme Court confirmation…"
90,0.0258,2018-10-03 23:09:11+00:00,0.093,0.81,@FoxNews,0.097,91,"RT @FoxNews: .@MikeEmanuelFox: ""Security is tight and tension is rising as the Senate prepares to start the clock on Judge Brett Kavanaugh'…"
91,0.0,2018-10-03 23:09:11+00:00,0.0,1.0,@FoxNews,0.0,92,@Bootlegging101 @ShepNewsTeam @FoxNews @GOP @realDonaldTrump you can not tell the difference between Shep and CNN
92,-0.6808,2018-10-03 23:09:11+00:00,0.301,0.699,@FoxNews,0.0,93,"RT @FoxNews: Utah man arrested in ricin probe after suspicious mailings to Trump, Pentagon https://t.co/4QP981n36r"
93,-0.7123,2018-10-03 23:09:11+00:00,0.259,0.741,@FoxNews,0.0,94,@theNorthVision @SloanHouston @pdoocy @brithume @FoxNews @AP4Liberty Not a fan of Hawley but I’m voting for him over Obama’s failed policies
94,-0.34,2018-10-03 23:09:10+00:00,0.118,0.882,@FoxNews,0.0,95,"RT @FoxNews: .@JesseBWatters: ""Senate investigators are looking for the facts. Unfortunately for Democrats, they don't have any facts."" #Th…"
95,0.0,2018-10-03 23:09:10+00:00,0.0,1.0,@FoxNews,0.0,96,RT @FoxNews: .@newtgingrich: The midterm elections aren't really about Trump – We're at a major turning point in our history https://t.co/3…
96,0.1779,2018-10-03 23:09:10+00:00,0.091,0.788,@FoxNews,0.12,97,@pdoocy @FoxNews No question our country is split down the middle. It’s funny thinking back on the 2016 election wh… https://t.co/pozti2gj3c
97,-0.4767,2018-10-03 23:09:09+00:00,0.205,0.795,@FoxNews,0.0,98,"@LindseyGrahamSC @FoxNews @seanhannity You gonna bring shame to yourself again, ya sell out."
98,0.0,2018-10-03 23:09:09+00:00,0.0,1.0,@FoxNews,0.0,99,@FoxNews this is who many of you compare to Christ?https://t.co/Vf0bBzecuY
99,-0.6124,2018-10-03 23:09:09+00:00,0.333,0.667,@FoxNews,0.0,100,"RT @FoxNews: Philadelphia shooting outside dollar store leaves 5 injured, 1 critical: report https://t.co/bgytYze02a"
0,-0.1695,2018-10-03 23:09:56+00:00,0.094,0.906,@nytimes,0.0,1,"@nytimes Personally, I am not surprised that @nytimes published this old story the day after @realDonaldTrump signe… https://t.co/JR7vcTf1tm"
1,0.0,2018-10-03 23:09:56+00:00,0.0,1.0,@nytimes,0.0,2,"RT @carolynryan: We had to bring in extra printing plant workers at @nytimes to put out this 8-page 14,000-word historic investigation. htt…"
2,0.0,2018-10-03 23:09:54+00:00,0.0,1.0,@nytimes,0.0,3,"@markknoller @nytimes @PressSec Hold your breath, @PressSec"
3,-0.7845,2018-10-03 23:09:54+00:00,0.305,0.695,@nytimes,0.0,4,"#Kavanaugh must be in some seriously deep shit when the lawyers start abandoning ship en masse:
The Senate Should N… https://t.co/TnM2MPxQam"
4,0.0,2018-10-03 23:09:54+00:00,0.0,1.0,@nytimes,0.0,5,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
5,0.0,2018-10-03 23:09:53+00:00,0.0,1.0,@nytimes,0.0,6,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
6,0.0,2018-10-03 23:09:53+00:00,0.0,1.0,@nytimes,0.0,7,RT @nytimes: President Trump has sold himself as a self-made billionaire but a Times investigation found that he received more than $400 mi…
7,0.0,2018-10-03 23:09:53+00:00,0.0,1.0,@nytimes,0.0,8,"RT @Showtime: #Breaking: This Sunday, #Showtime to debut new #documentary short, #TheFamilyBusiness: Trump and Taxes, with cameras once aga…"
8,-0.6486,2018-10-03 23:09:51+00:00,0.212,0.788,@nytimes,0.0,9,"A gripping, illuminating, and devastating episode of @mikiebarb's The Daily. Deep dive into the reporting behind to… https://t.co/kdaRFPLOC7"
9,0.6705,2018-10-03 23:09:50+00:00,0.0,0.686,@nytimes,0.314,10,RT @nytimes: How Times journalists uncovered the original source of the president’s wealth https://t.co/kBccM5h95D
10,0.4215,2018-10-03 23:09:50+00:00,0.0,0.263,@nytimes,0.737,11,@nytimes Lol
11,0.0,2018-10-03 23:09:49+00:00,0.0,1.0,@nytimes,0.0,12,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
12,0.0,2018-10-03 23:09:49+00:00,0.0,1.0,@nytimes,0.0,13,RT @nytimes: President Trump has sold himself as a self-made billionaire but a Times investigation found that he received more than $400 mi…
13,0.0,2018-10-03 23:09:48+00:00,0.0,1.0,@nytimes,0.0,14,"RT @nytimes: In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to b…"
14,-0.5661,2018-10-03 23:09:47+00:00,0.177,0.823,@nytimes,0.0,15,"@nytimes Really? As if the failing NYT has any credibility? Let me guess,  all of them are liberals...lmaooooo.."
